id,label,variant,pyzbar,opencv,zxing-cpp,stock_ms,any_stock,qs_ms,qs_image,qs_step,qs_full
7,1,styled,True,True,True,65.68732799996724,True,10.433585999862771,True,raw_gray,True
7,1,ascii,False,True,True,38.10406200000216,True,4.741130999946108,True,raw_gray,True
8,1,plain,True,True,True,52.35697200009781,True,8.406618999970306,True,raw_gray,True
8,1,inverted_color,False,False,True,37.30320800013942,True,8.434163999936573,True,raw_gray,True
8,1,logo,False,True,True,96.23829499992098,True,15.894919999936974,True,raw_gray,True
8,1,styled,True,True,True,147.05363300004137,True,20.314351000024544,True,raw_gray,True
8,1,ascii,False,True,True,45.1837319999413,True,6.79805300001135,True,raw_gray,True
9,1,plain,True,True,True,62.02856200002316,True,7.193651000079626,True,raw_gray,True
9,1,inverted_color,False,False,True,35.42351200007943,True,6.93510599990077,True,raw_gray,True
9,1,logo,True,True,True,76.59220999994432,True,9.830295000028855,True,raw_gray,True
9,1,styled,True,True,True,73.11075100005837,True,13.239105999900858,True,raw_gray,True
9,1,ascii,True,True,True,43.69514400013941,True,5.696024999906513,True,raw_gray,True
10,1,plain,True,True,True,50.21444699991662,True,5.765218999840727,True,raw_gray,True
10,1,inverted_color,False,False,True,30.28962700000193,True,5.88061899998138,True,raw_gray,True
10,1,logo,True,True,True,58.732998999857955,True,8.511654999892926,True,raw_gray,True
10,1,styled,True,True,True,62.56332099997053,True,10.088760999906299,True,raw_gray,True
10,1,ascii,False,False,True,28.698846999986927,True,4.647129999966637,True,raw_gray,True
11,1,plain,True,True,True,37.39053699996475,True,5.237149000095087,True,raw_gray,True
11,1,inverted_color,False,False,True,25.12576000003719,True,4.569177000121272,True,raw_gray,True
11,1,logo,True,True,True,54.48036699999648,True,7.854835999978604,True,raw_gray,True
11,1,styled,True,True,True,60.24864899995919,True,8.384843999920122,True,raw_gray,True
11,1,ascii,False,True,True,32.4924970000211,True,4.288652000013826,True,raw_gray,True
12,1,plain,True,True,True,96.01263500007917,True,8.545340999944528,True,raw_gray,True
12,1,inverted_color,False,False,True,90.04294300007132,True,8.32033799997589,True,raw_gray,True
12,1,logo,False,True,True,113.06267100007972,True,27.105806999998094,True,raw_gray,True
12,1,styled,True,True,True,130.4211240001223,True,23.894865999864123,True,raw_gray,True
12,1,ascii,False,True,True,55.186987000070076,True,6.855578000113383,True,raw_gray,True
13,1,plain,True,True,True,45.58328600001005,True,7.094554000104836,True,raw_gray,True
13,1,inverted_color,False,False,True,31.98057099984908,True,7.150265000063882,True,raw_gray,True
13,1,logo,True,True,True,71.70754000003399,True,9.83811300011439,True,raw_gray,True
13,1,styled,True,True,True,73.38133000007474,True,13.143754999873636,True,raw_gray,True
13,1,ascii,True,True,True,43.52623199997652,True,6.584740999869609,True,raw_gray,True
14,1,plain,True,True,True,50.87252099997386,True,6.972138000037376,True,raw_gray,True
14,1,inverted_color,False,False,True,39.91090099998473,True,7.019955000032496,True,raw_gray,True
14,1,logo,True,True,True,86.60828799997944,True,35.05326699996658,True,raw_gray,True
14,1,styled,True,True,True,82.55805700014207,True,14.2974289999529,True,raw_gray,True
14,1,ascii,True,True,True,41.737280999996074,True,14.792442000043593,True,raw_gray,True
15,1,plain,True,True,True,53.58012400006373,True,7.068197000080545,True,raw_gray,True
15,1,inverted_color,False,False,True,40.76811400000224,True,7.208874000070864,True,raw_gray,True
15,1,logo,True,True,True,71.69203600005858,True,11.99010699997416,True,raw_gray,True
15,1,styled,True,True,True,80.6287830000656,True,13.682661000075313,True,raw_gray,True
15,1,ascii,True,True,True,43.0041679999249,True,6.034445000068445,True,raw_gray,True
16,1,plain,True,True,True,42.415117000018654,True,4.8202259999925445,True,raw_gray,True
16,1,inverted_color,False,False,True,26.981965999993918,True,4.432523000104993,True,raw_gray,True
16,1,logo,True,True,True,41.64769299995896,True,5.51967199999126,True,raw_gray,True
16,1,styled,True,True,True,45.63996599995335,True,7.320779000110633,True,raw_gray,True
16,1,ascii,False,True,True,31.915452000021105,True,3.789764999964973,True,raw_gray,True
17,1,plain,True,True,True,41.95957599995381,True,6.522272999973211,True,raw_gray,True
17,1,inverted_color,False,False,True,30.86550700004409,True,5.938455999967118,True,raw_gray,True
17,1,logo,True,True,True,58.73489900000095,True,7.198317000074894,True,raw_gray,True
17,1,styled,True,True,True,63.47397399986221,True,9.735951000038767,True,raw_gray,True
17,1,ascii,False,True,True,71.56259299995327,True,4.937874999995984,True,raw_gray,True
18,1,plain,True,True,True,42.28477100014061,True,6.303430999878401,True,raw_gray,True
18,1,inverted_color,False,False,True,28.325526999879003,True,5.614877000198248,True,raw_gray,True
18,1,logo,True,True,True,50.661603999969884,True,7.2926230000120995,True,raw_gray,True
18,1,styled,True,True,True,59.558572000014465,True,9.084319000066898,True,raw_gray,True
18,1,ascii,False,True,True,36.96536899997227,True,5.0360089999230695,True,raw_gray,True
19,1,plain,True,True,True,51.863947999891025,True,8.639554999945176,True,raw_gray,True
19,1,inverted_color,False,False,True,38.40095800001109,True,8.022621000009167,True,raw_gray,True
19,1,logo,False,True,True,121.62244099999953,True,33.2480150000265,True,raw_gray,True
19,1,styled,True,True,True,389.1148330001215,True,104.76093900001615,True,raw_gray,True
19,1,ascii,False,True,True,112.24906200004625,True,24.502244999894174,True,raw_gray,True
20,1,plain,True,True,True,92.46137799982534,True,12.0132739998553,True,raw_gray,True
20,1,inverted_color,False,False,True,76.4497449999908,True,15.942826000127752,True,raw_gray,True
20,1,logo,True,True,True,146.98522999992747,True,8.084419999931924,True,raw_gray,True
20,1,styled,True,True,True,117.62803500005248,True,31.441845000017565,True,raw_gray,True
20,1,ascii,False,True,True,122.52947000001768,True,23.24154500001896,True,raw_gray,True
21,1,plain,True,True,True,128.41449600000487,True,16.16805999992721,True,raw_gray,True
21,1,inverted_color,False,False,True,230.21410599994852,True,18.436729000086416,True,raw_gray,True
21,1,logo,True,True,True,151.7234609998468,True,6.991735999918092,True,raw_gray,True
21,1,styled,True,True,True,60.64610599992193,True,18.99822299992593,True,raw_gray,True
21,1,ascii,False,False,True,65.85999500020989,True,16.177675000108138,True,raw_gray,True
22,1,plain,True,True,True,146.18875800010755,True,24.160886000117898,True,raw_gray,True
22,1,inverted_color,False,False,True,230.24296900007357,True,11.944108000079723,True,raw_gray,True
22,1,logo,True,True,True,67.61586500010708,True,26.999756000122943,True,raw_gray,True
22,1,styled,True,True,True,117.17373600004066,True,24.962379000044166,True,raw_gray,True
22,1,ascii,False,False,True,117.76389599981485,True,23.35193499993693,True,raw_gray,True
23,1,plain,True,True,True,188.0582469998444,True,26.52093900019281,True,raw_gray,True
23,1,inverted_color,False,False,True,116.6257190000124,True,34.36420299999554,True,raw_gray,True
23,1,logo,False,True,True,340.9776429998601,True,69.21507599986398,True,raw_gray,True
23,1,styled,True,True,True,307.7098589999423,True,66.28480900008071,True,raw_gray,True
23,1,ascii,False,True,True,165.58669500000178,True,27.095233000181906,True,raw_gray,True
24,1,plain,True,True,True,95.36223700001756,True,5.986852000205545,True,raw_gray,True
24,1,inverted_color,False,False,True,30.479914000125063,True,20.079857999917294,True,raw_gray,True
24,1,logo,True,True,True,183.98716899991996,True,35.365003999913824,True,raw_gray,True
24,1,styled,True,True,True,138.25333199997658,True,11.128203999987818,True,raw_gray,True
24,1,ascii,False,True,True,38.15126300014526,True,4.960701999834782,True,raw_gray,True
25,1,plain,True,True,True,59.932996000043204,True,7.479334999970888,True,raw_gray,True
25,1,inverted_color,False,False,True,34.01327800020226,True,7.3863210000126855,True,raw_gray,True
25,1,logo,False,True,True,99.84500999985357,True,15.33351600005517,True,raw_gray,True
25,1,styled,True,True,True,107.18326599999273,True,20.311738999907902,True,raw_gray,True
25,1,ascii,True,True,True,43.62454100009927,True,5.912267999974574,True,raw_gray,True
26,1,plain,True,True,True,58.79840900001909,True,7.295653000028324,True,raw_gray,True
26,1,inverted_color,False,False,True,54.53399199996056,True,15.345658000114781,True,raw_gray,True
26,1,logo,True,True,True,134.56298799997057,True,11.963583000124345,True,raw_gray,True
26,1,styled,True,True,True,94.0761519998432,True,13.914289000013014,True,raw_gray,True
26,1,ascii,True,True,True,62.58620900007372,True,14.25571600020703,True,raw_gray,True
27,1,plain,True,True,True,87.19871900007092,True,8.931673000006413,True,raw_gray,True
27,1,inverted_color,False,False,True,216.516060999993,True,14.084837999917,True,raw_gray,True
27,1,logo,True,True,True,138.67067499995755,True,22.487490999992588,True,raw_gray,True
27,1,styled,True,True,True,149.9928309999632,True,29.590351999786435,True,raw_gray,True
27,1,ascii,True,True,True,137.17031700002735,True,22.799731000077372,True,raw_gray,True
28,1,plain,True,True,True,109.60060399997928,True,14.217995000080919,True,raw_gray,True
28,1,inverted_color,False,False,True,57.30472999994163,True,12.142635000145674,True,raw_gray,True
28,1,logo,True,True,True,120.9357899999759,True,16.26773799989678,True,raw_gray,True
28,1,styled,True,True,True,106.41395799984821,True,20.43259900005978,True,raw_gray,True
28,1,ascii,False,False,True,92.75595500002964,True,9.111400000165304,True,raw_gray,True
29,1,plain,True,True,True,75.06423600011658,True,9.002287000157594,True,raw_gray,True
29,1,inverted_color,False,False,True,76.10221200002343,True,17.784855999934734,True,raw_gray,True
29,1,logo,True,True,True,47.94073500011109,True,6.060245000071518,True,raw_gray,True
29,1,styled,True,True,True,49.64830699987033,True,7.092074999945908,True,raw_gray,True
29,1,ascii,False,False,True,23.361017000070206,True,4.097377000107372,True,raw_gray,True
30,1,plain,True,True,True,82.52735599990046,True,10.128864000080284,True,raw_gray,True
30,1,inverted_color,False,False,True,46.30150799994226,True,16.864795999936177,True,raw_gray,True
30,1,logo,False,True,True,270.9445069999674,True,41.31693200019981,True,raw_gray,True
30,1,styled,True,True,True,272.03632700002345,True,27.705526000090686,True,raw_gray,True
30,1,ascii,False,True,True,59.667274999810616,True,8.64910899986171,True,raw_gray,True
31,1,plain,True,True,True,57.84664099996917,True,7.117915999970137,True,raw_gray,True
31,1,inverted_color,False,False,True,46.40932799998154,True,12.126949000048626,True,raw_gray,True
31,1,logo,True,True,True,89.28930100000798,True,15.554527999938728,True,raw_gray,True
31,1,styled,True,True,True,88.07100400008494,True,13.822851999975683,True,raw_gray,True
31,1,ascii,True,True,True,68.98795999995855,True,6.14812300000267,True,raw_gray,True
32,1,plain,True,True,True,46.521854000047824,True,9.62248200016802,True,raw_gray,True
32,1,inverted_color,False,False,True,65.01824099996156,True,12.635077999902933,True,raw_gray,True
32,1,logo,True,True,True,126.66727600003469,True,16.68853899991518,True,raw_gray,True
32,1,styled,True,True,True,150.8092920000763,True,35.40680099990823,True,raw_gray,True
32,1,ascii,False,True,True,79.60660899993854,True,6.539961000044059,True,raw_gray,True
33,1,plain,True,True,True,100.89212499997302,True,15.038565999930142,True,raw_gray,True
33,1,inverted_color,False,False,True,38.945902000023125,True,8.250902000099813,True,raw_gray,True
33,1,logo,False,True,True,171.60691899994163,True,16.743682999958764,True,raw_gray,True
33,1,styled,True,True,True,227.83783800014135,True,90.82351000006383,True,raw_gray,True
33,1,ascii,False,True,True,146.47863899995173,True,23.402027999964048,True,raw_gray,True
34,1,plain,True,True,True,136.35685600002034,True,15.293721000034566,True,raw_gray,True
34,1,inverted_color,False,False,True,82.86437399988245,True,16.192986000078236,True,raw_gray,True
34,1,logo,True,True,True,199.55025099989143,True,11.159906999864688,True,raw_gray,True
34,1,styled,True,True,True,116.20564600002581,True,13.440006000109861,True,raw_gray,True
34,1,ascii,True,True,True,43.19092700006877,True,5.456195999840929,True,raw_gray,True
35,1,plain,True,True,True,65.29611299993121,True,16.56880399991678,True,raw_gray,True
35,1,inverted_color,False,False,True,65.25509700009025,True,8.438802999990003,True,raw_gray,True
35,1,logo,True,True,True,132.62817400004678,True,12.485903999959191,True,raw_gray,True
35,1,styled,True,True,True,126.28486099993097,True,33.85007599990786,True,raw_gray,True
35,1,ascii,True,True,True,139.59576299998844,True,18.414177000067866,True,raw_gray,True
36,1,plain,True,True,True,56.83643099996516,True,5.65939500006607,True,raw_gray,True
36,1,inverted_color,False,False,True,28.352110000014363,True,6.216199000164124,True,raw_gray,True
36,1,logo,True,True,True,68.83680200007802,True,6.8098509998435475,True,raw_gray,True
36,1,styled,True,True,True,53.99335900006008,True,9.25070199991751,True,raw_gray,True
36,1,ascii,False,True,True,39.938631999802965,True,4.947536000145192,True,raw_gray,True
37,1,plain,True,True,True,59.173123000164196,True,8.58822300006068,True,raw_gray,True
37,1,inverted_color,False,False,True,54.41418399982467,True,10.189883000066402,True,raw_gray,True
37,1,logo,False,True,True,116.70095199997377,True,17.999587000076644,True,raw_gray,True
37,1,styled,True,True,True,118.80720899989683,True,22.918655000012222,True,raw_gray,True
37,1,ascii,False,True,True,48.83169499998985,True,7.313225999951101,True,raw_gray,True
38,1,plain,True,True,True,41.38647500008119,True,5.868279999958759,True,raw_gray,True
38,1,inverted_color,False,False,True,29.157492999956958,True,6.068070000083026,True,raw_gray,True
38,1,logo,True,True,True,49.218113000051744,True,6.91484699996181,True,raw_gray,True
38,1,styled,True,True,True,55.65089599986095,True,8.781781999914529,True,raw_gray,True
38,1,ascii,False,True,True,37.06500399994184,True,4.6671119998791255,True,raw_gray,True
39,1,plain,True,True,True,53.72713700012355,True,4.7278919998916535,True,raw_gray,True
39,1,inverted_color,False,False,True,33.140496999976676,True,8.669821000012234,True,raw_gray,True
39,1,logo,True,True,True,53.6010170001191,True,6.0226430000511755,True,raw_gray,True
39,1,styled,True,True,True,45.424395999816625,True,6.892117000006692,True,raw_gray,True
39,1,ascii,False,True,True,32.70138199991379,True,4.774381999823163,True,raw_gray,True
40,1,plain,True,True,True,42.47651999980917,True,5.650077999916903,True,raw_gray,True
40,1,inverted_color,False,False,True,34.871859000077166,True,5.900870000004943,True,raw_gray,True
40,1,logo,True,True,True,56.121566999991046,True,8.43032900002072,True,raw_gray,True
40,1,styled,True,True,True,85.6492549999075,True,10.515744999793242,True,raw_gray,True
40,1,ascii,False,False,True,26.14140800005771,True,4.964838999967469,True,raw_gray,True
41,1,plain,True,True,True,43.24503799989543,True,5.444257999897673,True,raw_gray,True
41,1,inverted_color,False,False,True,29.21490099993207,True,6.612313000005088,True,raw_gray,True
41,1,logo,True,True,True,48.87386200016408,True,7.063233999815566,True,raw_gray,True
41,1,styled,True,True,True,60.66963299986128,True,11.123164000082397,True,raw_gray,True
41,1,ascii,False,True,True,59.0021660000275,True,6.44076399998994,True,raw_gray,True
42,1,plain,True,True,True,49.839273999850775,True,5.5610480001178075,True,raw_gray,True
42,1,inverted_color,False,False,True,28.247279999959574,True,5.705224000166709,True,raw_gray,True
42,1,logo,True,True,True,47.054449000142995,True,6.995322999955533,True,raw_gray,True
42,1,styled,True,True,True,50.86391000008916,True,8.910308000167788,True,raw_gray,True
42,1,ascii,False,True,True,35.952398999825164,True,4.78339699998287,True,raw_gray,True
43,1,plain,True,True,True,40.92060199991465,True,6.06318499990266,True,raw_gray,True
43,1,inverted_color,False,False,True,27.972031999979663,True,5.78179299986914,True,raw_gray,True
43,1,logo,True,True,True,48.226834999923085,True,7.1573049999642535,True,raw_gray,True
43,1,styled,True,True,True,91.65208299987171,True,24.932416999945417,True,raw_gray,True
43,1,ascii,False,False,True,42.84552800004349,True,4.968393999888576,True,raw_gray,True
44,1,plain,True,True,True,74.11297899989222,True,18.921762999980274,True,raw_gray,True
44,1,inverted_color,False,False,True,84.71047800003362,True,12.880279999990307,True,raw_gray,True
44,1,logo,True,True,True,58.335539999916364,True,13.980548000063209,True,raw_gray,True
44,1,styled,True,True,True,112.55167600006644,True,23.04736599990065,True,raw_gray,True
44,1,ascii,False,False,True,58.83623299996543,True,7.228032000057283,True,raw_gray,True
45,1,plain,True,True,True,35.84943999999268,True,4.703960999904666,True,raw_gray,True
45,1,inverted_color,False,False,True,34.10853099990163,True,10.82177600005707,True,raw_gray,True
45,1,logo,True,True,True,89.60847100001956,True,18.397046000018236,True,raw_gray,True
45,1,styled,True,True,True,101.2906909998037,True,13.35931299990989,True,raw_gray,True
45,1,ascii,False,True,True,115.07280699993316,True,16.17517299996507,True,raw_gray,True
46,1,plain,True,True,True,129.11537900004078,True,23.360571000011987,True,raw_gray,True
46,1,inverted_color,False,False,True,90.73979300001156,True,9.712390999993659,True,raw_gray,True
46,1,logo,True,True,True,116.04831399995419,True,13.592243999937637,True,raw_gray,True
46,1,styled,True,True,True,131.62124299992684,True,9.555886000043756,True,raw_gray,True
46,1,ascii,False,True,True,40.05577899988566,True,17.004391000000396,True,raw_gray,True
47,1,plain,True,True,True,138.90895700001238,True,18.12662900010764,True,raw_gray,True
47,1,inverted_color,False,False,True,62.632169000153226,True,19.74095899981876,True,raw_gray,True
47,1,logo,True,True,True,162.1931949998725,True,7.257368999944447,True,raw_gray,True
47,1,styled,True,True,True,53.542695000032836,True,10.275434000050154,True,raw_gray,True
47,1,ascii,False,False,True,28.376163999837445,True,5.00639200004116,True,raw_gray,True
48,1,plain,True,True,True,108.13035199998922,True,15.548526999964452,True,raw_gray,True
48,1,inverted_color,False,False,True,74.59130899997035,True,13.430295000034675,True,raw_gray,True
48,1,logo,True,True,True,229.97635800015814,True,14.650861999825793,True,raw_gray,True
48,1,styled,True,True,True,76.26903400000629,True,13.33724699998129,True,raw_gray,True
48,1,ascii,True,True,True,49.83675800008314,True,5.511782999974457,True,raw_gray,True
49,1,plain,True,True,True,50.300837000122556,True,6.0527320001710905,True,raw_gray,True
49,1,inverted_color,False,False,True,39.466286000106265,True,6.035468999925797,True,raw_gray,True
49,1,logo,True,False,True,64.41778700013856,True,8.225863999996363,True,raw_gray,True
49,1,styled,True,False,True,71.99251800011552,True,18.499154000210183,True,raw_gray,True
49,1,ascii,False,True,True,37.45224299996153,True,5.4836020001403085,True,raw_gray,True
50,1,plain,True,True,True,43.2136269998864,True,12.35859000007622,True,raw_gray,True
50,1,inverted_color,False,False,True,50.147986000183664,True,7.584016999999221,True,raw_gray,True
50,1,logo,True,True,True,58.0724649998956,True,7.126943000002939,True,raw_gray,True
50,1,styled,True,True,True,65.50496499994551,True,8.57643300014388,True,raw_gray,True
50,1,ascii,False,True,True,36.62961899999573,True,4.823079000061625,True,raw_gray,True
51,1,plain,True,True,True,57.29415800010429,True,7.176300999844898,True,raw_gray,True
51,1,inverted_color,False,False,True,34.61548199993558,True,6.9658729998991475,True,raw_gray,True
51,1,logo,True,True,True,85.53966199997376,True,12.0622160000039,True,raw_gray,True
51,1,styled,True,True,True,68.12441500005662,True,10.958072999983415,True,raw_gray,True
51,1,ascii,True,True,True,43.401792000167916,True,5.8291640000334155,True,raw_gray,True
52,1,plain,True,True,True,34.58351900007983,True,4.830020000099466,True,raw_gray,True
52,1,inverted_color,False,False,True,54.43553200007045,True,4.693152000072587,True,raw_gray,True
52,1,logo,True,True,True,46.65773600004286,True,5.673308999803339,True,raw_gray,True
52,1,styled,True,True,True,49.4167860001653,True,7.421193000027415,True,raw_gray,True
52,1,ascii,False,True,True,33.97366199988028,True,4.089559000021836,True,raw_gray,True
53,1,plain,True,True,True,66.68267800000649,True,8.70373899988408,True,raw_gray,True
53,1,inverted_color,False,False,True,54.97817800005578,True,8.299329999999827,True,raw_gray,True
53,1,logo,False,True,True,131.22618500005956,True,17.16287099998226,True,raw_gray,True
53,1,styled,True,True,True,142.62260999998944,True,25.1718140000321,True,raw_gray,True
53,1,ascii,False,True,True,57.498400999975274,True,7.358895999914239,True,raw_gray,True
54,1,plain,True,True,True,49.21531700006199,True,5.102575999899273,True,raw_gray,True
54,1,inverted_color,False,False,True,38.36926000008134,True,4.923185000052399,True,raw_gray,True
54,1,logo,True,True,True,45.65438000008726,True,6.306981000079759,True,raw_gray,True
54,1,styled,True,True,True,62.04424900010963,True,8.844550000048912,True,raw_gray,True
54,1,ascii,False,True,True,39.880588999949396,True,8.010416999923109,True,raw_gray,True
55,1,plain,True,True,True,122.09501100005582,True,15.486904999988838,True,raw_gray,True
55,1,inverted_color,False,False,True,47.25675000008778,True,5.062623999947391,True,raw_gray,True
55,1,logo,True,True,True,50.09206099998664,True,15.568360999850483,True,raw_gray,True
55,1,styled,True,True,True,92.7227249999305,True,22.56324399991172,True,raw_gray,True
55,1,ascii,False,True,True,66.04604499989364,True,14.506698999866785,True,raw_gray,True
56,1,plain,True,True,True,104.03404500016222,True,19.287925999833533,True,raw_gray,True
56,1,inverted_color,False,False,True,90.95632000003206,True,20.522559000028195,True,raw_gray,True
56,1,logo,True,True,True,157.4431320000258,True,22.16153399990617,True,raw_gray,True
56,1,styled,True,True,True,162.53060700000788,True,15.0312490000033,True,raw_gray,True
56,1,ascii,True,True,True,39.65192400005435,True,6.105900000193287,True,raw_gray,True
57,1,plain,True,True,True,86.8302510000376,True,9.496316999957344,True,raw_gray,True
57,1,inverted_color,False,False,True,55.25570099985089,True,8.609265000131927,True,raw_gray,True
57,1,logo,False,True,True,221.58279200016295,True,57.80603999983214,True,raw_gray,True
57,1,styled,True,True,True,316.668171999936,True,81.14698900021722,True,raw_gray,True
57,1,ascii,False,True,True,158.16946699987966,True,7.270097999935388,True,raw_gray,True
58,1,plain,True,True,True,55.190685000070516,True,8.050115000060032,True,raw_gray,True
58,1,inverted_color,False,False,True,38.4736769999563,True,13.07467199990242,True,raw_gray,True
58,1,logo,True,True,True,145.48530399997617,True,19.56119800001943,True,raw_gray,True
58,1,styled,True,True,True,64.13966999980403,True,17.461523000065426,True,raw_gray,True
58,1,ascii,False,False,True,76.96839400000499,True,11.427248000018153,True,raw_gray,True
59,1,plain,True,True,True,88.79909200004477,True,5.49176799995621,True,raw_gray,True
59,1,inverted_color,False,False,True,35.315340000124706,True,4.7948389999419305,True,raw_gray,True
59,1,logo,True,True,True,97.38691600000493,True,10.329874000035488,True,raw_gray,True
59,1,styled,True,True,True,44.875367000031474,True,7.15673800004879,True,raw_gray,True
59,1,ascii,False,True,True,90.70635900002344,True,10.746057999995173,True,raw_gray,True
60,1,plain,True,True,True,133.93039900006443,True,14.148647999945752,True,raw_gray,True
60,1,inverted_color,False,False,True,47.832151999955386,True,26.56835399989177,True,raw_gray,True
60,1,logo,True,True,True,148.86619599997175,True,28.953634999879796,True,raw_gray,True
60,1,styled,True,True,True,89.32903100003386,True,13.192007000043304,True,raw_gray,True
60,1,ascii,True,True,True,78.5525010001038,True,5.521348000002035,True,raw_gray,True
61,1,plain,True,True,True,119.68929299996489,True,7.190974999957689,True,raw_gray,True
61,1,inverted_color,False,False,True,39.78533600002265,True,7.163460999890958,True,raw_gray,True
61,1,logo,True,True,True,72.69217299995034,True,9.94450100006361,True,raw_gray,True
61,1,styled,True,True,True,72.02054300000782,True,15.084712999851035,True,raw_gray,True
61,1,ascii,True,True,True,42.390175000036834,True,6.082920999915586,True,raw_gray,True
62,1,plain,True,True,True,44.40205500009142,True,5.586442999856445,True,raw_gray,True
62,1,inverted_color,False,False,True,27.624535000086325,True,5.6900459999269515,True,raw_gray,True
62,1,logo,True,True,True,76.45353800012344,True,7.256238000081794,True,raw_gray,True
62,1,styled,True,True,True,60.6935490000069,True,9.123924000050465,True,raw_gray,True
62,1,ascii,False,False,True,33.939415999839184,True,5.277794999983598,True,raw_gray,True
63,1,plain,True,True,True,62.96523800006071,True,35.01094200009902,True,raw_gray,True
63,1,inverted_color,False,False,True,32.39967300009994,True,12.443132000043988,True,raw_gray,True
63,1,logo,True,True,True,73.83709999999155,True,10.11516199992002,True,raw_gray,True
63,1,styled,True,True,True,80.23611199996594,True,13.075145999891902,True,raw_gray,True
63,1,ascii,True,True,True,38.831844000014826,True,5.795244999944771,True,raw_gray,True
64,1,plain,True,True,True,83.07298699992316,True,7.371433000116667,True,raw_gray,True
64,1,inverted_color,False,False,True,34.60874299980787,True,6.915384999956586,True,raw_gray,True
64,1,logo,True,True,True,64.77751900001749,True,9.789301000182604,True,raw_gray,True
64,1,styled,True,True,True,69.3788940000104,True,12.821504999919853,True,raw_gray,True
64,1,ascii,True,True,True,40.74719200002619,True,5.908506999958263,True,raw_gray,True
65,1,plain,True,True,True,36.352060999888636,True,4.811229000097228,True,raw_gray,True
65,1,inverted_color,False,False,True,27.324779000082344,True,5.648970000038389,True,raw_gray,True
65,1,logo,True,True,True,51.837900999998965,True,6.6600579998521425,True,raw_gray,True
65,1,styled,True,True,True,53.503630000022895,True,8.585332999928141,True,raw_gray,True
65,1,ascii,False,False,True,30.711808999967616,True,4.15165899994463,True,raw_gray,True
66,1,plain,True,True,True,39.09912999984044,True,4.6915969999190565,True,raw_gray,True
